Урус-Мартановский РЭС;Горец;Ф-20;5;30ce4317-7808-4b3b-8691-4281276daeb3
Шалинский РЭС;Шали;Ф-4;93;30cec06f-4be7-407b-a84b-abf9b51ec3c7
Урус-Мартановский РЭС;ГРП-110;Ф-19;6;30d1fd83-985c-4976-85d4-8856b288ffe1
Шалинский РЭС;Шали;Ф-4;35;30ef8e6e-6c40-42ac-96a6-695884902b01
Аргунские ГЭС;Аргунская ТЭЦ;Ф-19;120;30f2c780-d8c5-4fbf-b3a6-c3dbc6d40443
Грозненские ГЭС;Черноречье-35;Ф-15;601;30feada1-74ba-462e-bf5f-17ad92d32537
Гудермесский РЭС;Ойсунгур;Ф-4;53;3100be55-ee19-44fe-b2dd-3f03e1575410
Урус-Мартановский РЭС;Урус-Мартан;Ф-9;18;3117a924-d508-47e6-89fd-1539522004ff
Грозненский РЭС;Толстой Юрт;Ф-8;24;311e616f-2d1b-4c6e-b206-acd182d0d4ca
Гудермесские ГЭС;Гудермес-Город;Ф-24;88;31211003-543e-4d6a-a2e6-aff368c76a27
Грозненские ГЭС;Холодильник;Ф-37;596;31282789-297d-47dc-8b5d-a34521fb6a86
Гудермесские ГЭС;Гудермес-Город;Ф-24;12;3130ae03-543a-46c4-aa60-7a049a7a23a1
Урус-Мартановский РЭС;Урус-Мартан;Ф-2;31;3143aafe-72e8-45af-bacf-9b4f5b12b1e8
Гудермесские ГЭС;Гудермес-Сити;Ф-30;41;314dfb2c-70bb-4fd5-818b-9a417a220ab3
Грозненские ГЭС;Южная;Ф-21;235;31609531-8203-4c81-ac34-d277723248cf
Урус-Мартановский РЭС;Горец;Ф-18;17;316d2eac-f315-43a6-9e33-447cbfb0f3c5
Урус-Мартановский РЭС;Горец;Ф-2;27;3179350b-fb38-4333-b001-fbef14577378
Урус-Мартановский РЭС;Горец;Ф-3;80;3193d08f-7771-49aa-b51d-48e3e4e26c57
Урус-Мартановский РЭС;Урус-Мартан;Ф-1;45;319ec573-3623-4519-bd9f-7af8d9e1e44a
Гудермесский РЭС;Ойсунгур;Ф-6;52;31a4b42a-f9fa-4fc2-ad0f-202f7ee62437
Ачхой-Мартановский РЭС;Ачхой-Мартан;Ф-7;9;31a68962-a9b2-49c5-a3c3-aef14b82bf92
Шалинский РЭС;Шали;Ф-9;55;31ad5217-b36d-44d6-bacc-a77a9d22602c
Аргунские ГЭС;Аргунская ТЭЦ;Ф-19;30;31b5070d-3a80-49a8-b129-909002fd0702
Ачхой-Мартановский РЭС;Перепривязать;Ф-1;11;31bb1a56-f503-46c8-a4b6-e427e297dae5
Наурский РЭС;Калиновская;Ф-4;5;31bc061b-69c2-4cf7-9e5d-6c1bec1ae92f
Грозненский РЭС;Озеро;Ф-6;1;31c44b2d-ab43-45f3-a984-b476c6ab5f49
Гудермесский РЭС;Ойсунгур;Ф-4;43;31efc2cd-d2aa-4add-b5f5-c8a4dcec93b8
Грозненские ГЭС;Тепличная;Ф-8;347;31f346d2-c31e-4d76-b0e2-1df165f7714d
Грозненские ГЭС;Тепличная;Ф-2;138;31f53458-8ad5-4b63-8768-71357c20b656
Ачхой-Мартановский РЭС;Серноводская;Ф-3;26;320b945e-96dd-4532-b3d4-428a0d2529a8
Шалинский РЭС;Шали;Ф-9;4;321d212c-77f8-436b-9add-005e123c39a4
Надтеречный РЭС;Надтеречная;Ф-5;6;32293abb-3d62-46ab-aaf1-ed123e233daf
Наурский РЭС;Ищерская;Ф-4;ТП-23;323d4e5c-d5ed-437c-9911-a648c85dea8e
Итум-Калинский РЭС;Итум-Кале;Ф-3;27;324fa9cb-0f58-43aa-a087-51e34871313d
Гудермесские ГЭС;Гудермес-Город;Ф-14;72;3259c114-fb9c-46af-85f7-81f2bf59525c
Грозненский РЭС;Правобережная;Ф-1;ТП-31;326ef4b9-f206-4803-9e6a-10560d186aab
Грозненские ГЭС;Холодильник;Ф-15;332;32739978-c739-4add-b49e-5ad44e11f61f
Курчалоевский РЭС;Бачи-Юрт;Ф-2;18;3281ffe7-e1dc-416d-9235-472c00d2d970
Аргунские ГЭС;АКХП;Ф-3;97;328d64f5-ffbd-46d6-a73f-d9b1be6850ac
Ачхой-Мартановский РЭС;Ачхой-Мартан;Ф-3;19;32901e64-67f3-4d70-8152-e08ae4936fc6
Шалинский РЭС;Шали;Ф-4;5;3293d7a9-70af-4211-ae67-85eefb67b26c
Гудермесский РЭС;Ойсунгур;Ф-6;1;329d60ff-dc58-42de-8d86-66f5b4cba4bc
Урус-Мартановский РЭС;Урус-Мартан;Ф-2;28;329fbf21-b775-457a-b4ee-ba956fe5e7aa
Грозненские ГЭС;Перепривязать;Ф-3;36;32b9c099-5ffb-491e-9a7c-d051ef0f5bf0
Ачхой-Мартановский РЭС;Ассиновская;Ф-4;14;32bea23b-afcb-4e9f-b325-2ca7b4c7f28a
Ачхой-Мартановский РЭС;Самашки;Ф-4;12;32c13874-9bbe-4e24-9a23-752d82613734
Шалинский РЭС;Шали;Ф-4;81;32c44c27-a3ad-416d-91b7-a1c84369d4ee
Шалинский РЭС;Цемзавод;Ф-3;4;32f565e6-63c8-48b7-b683-65721c988896
Наурский РЭС;Алпатово;Ф-2;4;32f640ea-fd72-4b07-8022-9bdebfd2afac
Гудермесские ГЭС;Гудермес-Город;Ф-3;5;32f8a781-b389-4874-8edf-f615c266487d
Гудермесские ГЭС;Гудермес-Город;Ф-22;97;32fc6598-c843-4f0c-a8a7-773b3a0deb37
Грозненские ГЭС;№ 56;Ф-3;359;32fee103-19a0-4bf9-8b4e-adcdac2173d0
Гудермесские ГЭС;Гудермес-Город;Ф-14;22;330d3f44-6cce-445a-ae16-69e810c16418
Грозненские ГЭС;Восточная;Ф-23;461;3319ed85-11f7-437b-94e0-16cb64d91121
Надтеречный РЭС;Знаменская;Ф-5;23;331f8e61-e348-4e7d-9804-b7f5fc33fb93
Наурский РЭС;Наурская;Ф-5;2;3325ad97-2d44-4d8b-9354-ee95b900153f
Шелковской РЭС;Ново-Щедринская;Ф-3;4;332863fe-48f2-4007-976b-1de519713008
Аргунские ГЭС;АКХП;Ф-3;32;335e37f9-6334-4b6c-a132-67b3780306da
Гудермесские ГЭС;Гудермес-Город;Ф-22;84;3368e004-bd71-4607-bfd8-916fa14cfad0
Шалинский РЭС;Сержень-Юрт;Ф-1;5;33710059-942d-46ba-8d70-a85e9e79b351
Урус-Мартановский РЭС;Предгорная;Ф-3;13;3379d750-f421-429d-93ef-c25dc6ec234a
Надтеречный РЭС;Надтеречная;Ф-5;60;337dc798-146b-46c7-911a-d2612597e8a3
Урус-Мартановский РЭС;Горец;Ф-3;53;33817751-f9c1-4ce4-9a7a-5a2c450618fd
Шелковской РЭС;Шелковская-110;Ф-8;21;338c0846-8991-476e-b9d5-a72f1947cf37
Гудермесский РЭС;Ойсунгур;Ф-4;24;3391fa3c-e089-4973-a12b-9315be416554
Шатойский РЭС;Шатой;Ф-3;6;339a784e-f0b6-4a68-9886-16869a52f1cd
Грозненский РЭС;Калаус;Ф-5;2;33b39b62-b3a4-4fe6-978c-806a3ce9ac9b
Курчалоевский РЭС;Бачи-Юрт;Ф-4;16;33b82bc4-1abe-4987-88d7-eeaaa10a2321
Аргунские ГЭС;Аргунская ТЭЦ;Ф-18;3;33ca6479-4560-4453-904c-6a77deeb9833
Грозненские ГЭС;Восточная;Ф-22;540;33e2c29d-ecea-4396-b66b-846dc4d691e3
Грозненский РЭС;Электроприбор;ф-7;6;33e9798c-dcf0-4416-ae17-03bffb7a3d82
Грозненский РЭС;Толстой Юрт;Ф-5;5;34005f0b-5192-48a4-b6d1-63d8f45521d3
Урус-Мартановский РЭС;Урус-Мартан;Ф-1;26;34074a99-63c0-45ac-839b-acb09db61fa3
Грозненские ГЭС;Южная;Ф-21;19;341d32ab-b4b7-4753-b026-ac8dc4bf3817
Веденский РЭС;Махкеты;Ф-2;7;34340867-4f97-4040-8ce4-aa629387e478
Гудермесский РЭС;Ойсунгур;Ф-5;15;344f7bfc-c6c8-45af-bd1c-9e1556c4b7f6
Гудермесские ГЭС;Гудермес-Город;Ф-22;72;346a66a4-b57e-4288-852b-19ffdffda704
Ножай-Юртовский РЭС;Беной;Ф-10;4;346ae221-10d8-41cb-9405-7def75ab572c
Грозненские ГЭС;Северная;Ф-4;158;347b8dc9-478e-4ca9-a5d7-79148b309365
Грозненский РЭС;ГРП-110;Ф-5;22;348f5a80-9aba-48b0-8f68-773309fca910
Урус-Мартановский РЭС;Предгорная;Ф-6;6;349c8732-b61b-47d3-9ea2-65c4a399ba2b
Грозненские ГЭС;Октябрьская;Ф-4;24;34a9414f-f4b9-4567-8d8d-4e534e379eeb
Грозненские ГЭС;№ 56;Ф-3;780;34b48695-26b5-49da-9de5-ce8864eeec39
Ножай-Юртовский РЭС;Ножай-Юрт;Ф-1;1;34c02d0a-7773-43bc-ad9e-602fbc20b941
Шелковской РЭС;Степная;Ф-1;1;34c79171-1a18-478c-a3c3-e9a73fdd7145
Шалинский РЭС;Шали;Ф-4;88;34ce447e-ad8d-42d4-bc50-7ff46f7050d3
Надтеречный РЭС;Надтеречная;Ф-5;24;34d16d1e-f6e6-43c5-98e8-51354bc3e384
Гудермесские ГЭС;Гудермес-Город;Ф-24;37;34db0d33-8b28-483a-af4a-d041f58c6e44
Урус-Мартановский РЭС;Урус-Мартан;Ф-8;18;34f0ba03-d80b-48dc-bdc1-a4be0558f804
Шелковской РЭС;Червленная;Ф-2;1;34fb8897-37d0-48bc-810d-20b306fd740b
Грозненские ГЭС;Восточная;Ф-22;59;34fc3ad4-9a89-4a8c-9cc1-c11c4c876c30
Шалинский РЭС;Шали;Ф-2;67;3506f6a6-57b5-4c2a-b062-8bb9160af8f0
Надтеречный РЭС;Горская-4;Ф-3;1;350a26ee-7e53-420d-bd17-d32e0750a35f
Шалинский РЭС;Шали;Ф-5;8;350d0cc7-255a-46e8-8f4f-996d466a80c1
Урус-Мартановский РЭС;Урус-Мартан;Ф-9;16;3526d955-750a-430a-850a-bb205f2dd9f5
Курчалоевский РЭС;Бачи-Юрт;Ф-3;11;353136a0-5067-4c6c-9c12-25c4fa0ae4d6
Гудермесский РЭС;Гудермес-Сити;Ф-24;51;35388dcb-6609-40b6-8784-48ab0a99ba2b
Гудермесские ГЭС;Гудермес-Город;Ф-24;17;3541fb30-c527-453b-bb4b-950400e91b0a
Урус-Мартановский РЭС;Урус-Мартан;Ф-8;33;354ed6b6-817f-4a87-ba51-9f175f905df5
Гудермесский РЭС;Энгель-Юрт;Ф-2;5;355169de-a617-41a7-a770-30aa17e78ea4
Надтеречный РЭС;Надтеречная;Ф-3;13;355fe250-ff3c-4a50-ad19-e5081cf771fa
Курчалоевский РЭС;Бачи-Юрт;Ф-2;28;356eff25-95fe-4cb0-aa14-0df38000d39f
Грозненский РЭС;Правобережная;Ф-3;2;357c6dc4-76fd-47c8-8177-37729e08823d
Шелковской РЭС;Сар-Сакай;Ф-2;11;35810587-56b2-4635-bc98-8affd1e72dc9
Ачхой-Мартановский РЭС;Катар-Юрт;Ф-5;3;35826ba1-fcc3-4674-9f97-ba44f31622c0
Шалинский РЭС;Аргунская ТЭЦ;Ф-14 ;6;359605b0-4468-4029-b3d3-03b434c09148
Урус-Мартановский РЭС;Предгорная;Ф-4;4;35c6b692-35ce-4149-a5c6-f0eae25b12f2
Наурский РЭС;Кирово;Ф-3;24;35e569eb-9a46-4d27-804d-9ca5836e3021
Грозненские ГЭС;Черноречье-35;Ф-2;281;35f28fc5-b6bf-458a-8ac3-da7c615afc64
Гудермесские ГЭС;Гудермес-Город;Ф-7;40;35fe45ad-fd52-4104-8eb0-9cbd07e3c436
Урус-Мартановский РЭС;Предгорная;Ф-3;16;36132476-0a4c-40f7-9198-617d62d16dd4
Надтеречный РЭС;Знаменская;Ф-8;2;3617f163-4201-438e-a1e4-958a6507ad2b
Гудермесский РЭС;Гудермес-Сити;Ф-24;28;3619821e-3c6c-457f-b2eb-d8c87d0283d7
Гудермесские ГЭС;Гудермес-Город;Ф-22;20;36256b28-9418-4315-8f1d-abb571ebcc3d
Урус-Мартановский РЭС;Горец;Ф-8;13;363dbda7-74dc-4c91-83ee-882ff3298017
Гудермесские ГЭС;Гудермес-Город;Ф-24;20;366a26db-c480-4506-8737-9a6bf5c3f95b
Надтеречный РЭС;Братская;Ф-3;15;366f388a-fcd9-4ad6-a374-467a205d8f2c
Урус-Мартановский РЭС;Урус-Мартан;Ф-1;28;36709f7d-4b6f-43d0-90be-346227d2a67c
Надтеречный РЭС;Горская-1;Ф-8;4;36726764-8a6e-4083-a205-08bf1315f002
Шалинский РЭС;Цемзавод;Ф-4;5;367ee32d-a6a1-498d-be21-8e27bc523e17
Грозненские ГЭС;Северная;Ф-10;698;3686ffe5-b48e-4964-a11e-ad48a6b0d1ee
Урус-Мартановский РЭС;Горец;Ф-2;5;368c5624-5116-4235-b259-25858a1ba83d
Аргунские ГЭС;Аргунская ТЭЦ;Ф-19;165;36ad4d60-21af-4f6d-b257-d1b1b95152e5
Урус-Мартановский РЭС;Горец;Ф-8;50;36ceeb60-ef0f-4cee-8551-90f29f973af3
Грозненские ГЭС;Южная;Ф-7;149;36d51b1e-f8cf-4b94-bb0c-30161cd09a95
Грозненские ГЭС;Октябрьская;Ф-2;18;36ed681f-3062-452c-a357-1ddf2f4834c3
Гудермесские ГЭС;Гудермес-Город;Ф-24;62;36effd6e-549b-4be0-80bc-7e958bf0d9b0
Урус-Мартановский РЭС;Горец;Ф-3;40;36f41261-4f0d-4e5e-bcba-54f8dc2d2424
Грозненский РЭС;Петропавловская;Ф-1;16;36fb314f-4ff5-4889-ba31-47aea088c0cc
Урус-Мартановский РЭС;Горец;Ф-20;10;370782d9-c521-474d-8052-6e04a7cc3486
Шалинский РЭС;Цемзавод;Ф-3;16;3709b427-d961-42f5-9bcd-a7730b3ec234
Грозненские ГЭС;Восточная;Ф-23;718;3709db3e-ea38-4efc-8895-4a89414271e3
Шалинский РЭС;Шали;Ф-2;48;370fa3bf-ebd0-4882-b6bf-02b65941139e
Шелковской РЭС;Башан;Ф-3;20;3729a98c-68f1-4c0f-a6ec-45ceb6313bc2
Наурский РЭС;Кирово;Ф-1;9;373c67e8-5322-4a9b-96c6-1c6c62ca233e
Аргунские ГЭС;Октябрьская;Ф-3;13;374aec26-003c-4d27-a622-0b66626e0cd3
Ачхой-Мартановский РЭС;Ачхой-Мартан;Ф-9;15;37502d9c-4998-4496-9d41-b89d799fccc4
Урус-Мартановский РЭС;Урус-Мартан-1;Ф-10;38;3764673f-5b12-4be6-8fbd-fe9fba52b603
Урус-Мартановский РЭС;Алхазурово;Ф-7;19;3777d46a-4454-42bc-bcb3-fe2882686bec
Шалинский РЭС;Сержень-Юрт;Ф-1;2;37827b45-e6ab-4e5e-ab50-dab6f1a6e880
Грозненские ГЭС;Южная;Ф-15;107;378d1208-1443-4d8e-8c9c-1ff4899cbbe8
Гудермесский РЭС;Ойсунгур;Ф-14;8;378da20f-61e0-4b6b-93fa-21bc80f45dbd
Гудермесский РЭС;Гудермес-Город;Ф-16;35;378e53e5-c324-4daf-88f4-d994138b68e4
Гудермесские ГЭС;Гудермес-Город;Ф-17;2;3792487d-6db1-4e80-a632-7d6e46273f4b
Итум-Калинский РЭС;Итум-Кале;Ф-4;22;37a2a89b-c87c-4666-b76b-7c7697bd0ffb
Аргунские ГЭС;Аргунская ТЭЦ;Ф-17;147;37a3443b-c566-4ce8-8a10-78b02d6ec2ab
Курчалоевский РЭС;Бачи-Юрт;Ф-1;19;37a404e0-8411-4157-868a-95fbd4cd0d97
Гудермесский РЭС;Ойсунгур;Ф-1;22;37a62502-3c5b-423a-bacf-dd0b2fd29b09
Гудермесский РЭС;Ойсунгур;Ф-6;32;37b23336-f811-4bcf-9712-9be9acfa488d
Урус-Мартановский РЭС;Урус-Мартан-1;Ф-5;9;37b2a3f3-70a7-44c8-8998-a91ddc579ecc
Курчалоевский РЭС;Бачи-Юрт;Ф-3;6;37c0e4b9-ffca-4f3f-aded-11bfb0caaa2f
Ачхой-Мартановский РЭС;Самашки;Ф-2;26;37db11f7-46d1-4daf-a4ef-dac43ffa8351
Ачхой-Мартановский РЭС;Серноводская;Ф-1;2;37dc5ce9-43dc-4e74-933b-0cc9e80bb815
Ачхой-Мартановский РЭС;Катар-Юрт;Ф-4;1;37dd7a45-a9cd-40bf-a4c7-406ef4ead187
Урус-Мартановский РЭС;Горец;Ф-3;7;37ec6d93-7aa6-44f4-8837-e6736936dbf6
Урус-Мартановский РЭС;Урус-Мартан;Ф-2;15;37f0f1f8-6eb1-4c8c-9ef7-5663dfff6279
Ачхой-Мартановский РЭС;Катар-Юрт;Ф-4;21;38171c05-cbeb-4136-ad9d-b1e1098d9b48
Надтеречный РЭС;Надтеречная;Ф-2;2;38175d31-0f11-49ae-b3fc-27a2b2cb855c
Наурский РЭС;Николаевская;Ф-1;21;38353b36-bd01-4af9-a875-a16dd57cde77
Шалинский РЭС;Шали;Ф-2;71;383f922c-a784-40cb-b247-3b9c0cd06d20
Ачхой-Мартановский РЭС;Ачхой-Мартан;Ф-7;26;38450830-9a0b-44d5-8ba0-bf95f82afeab
Гудермесские ГЭС;Гудермес-Город;Ф-7;4;384c8475-5df2-4019-af0a-ca52c7aa5048
Шалинский РЭС;Шали;Ф-4;49;38516f95-98dc-4812-9418-18bf46ab5efe
Гудермесский РЭС;Ойсунгур;Ф-4;72;3854523f-7512-4aa6-b2d5-dd09dee0fe25
Гудермесский РЭС;Гудермес-Город;Ф-16;23;3867a3d0-fde0-42f5-92a8-ee22959bd469
Ачхой-Мартановский РЭС;Катар-Юрт;Ф-8;11;3867cea5-aced-4181-bc7c-2266c900a5e0
Урус-Мартановский РЭС;Горец;Ф-8;3;386b6b39-6d25-4aaf-9dcd-97e4d080f753
Итум-Калинский РЭС;Итум-Кале;Ф-1;12;386faa03-f4c3-4eba-b4b5-e81350a04f09
Гудермесские ГЭС;Гудермес-Город;Ф-14;100;3879adb0-037e-4ab9-b3fe-a11b93b33344
Гудермесский РЭС;Ойсунгур;Ф-14;72;387fc04a-b95d-4566-9950-a67f794bf519
Шелковской РЭС;Червленная;Ф-4;3;3893203f-5e05-4be6-b83b-632150c936ae
Грозненские ГЭС;Южная;Ф-9;155;38a0b86b-d3cf-47e9-888c-f2336717ef1d
Урус-Мартановский РЭС;Урус-Мартан-1;Ф-10;10;38a913eb-727e-4938-b642-8edc3b6a7aa2
Шалинский РЭС;Сержень-Юрт;Ф-5;4;38b5902c-5128-422b-afcb-e5929516e87f
Надтеречный РЭС;Гвардейская;Ф-2;6;38d26b52-18b6-4448-9694-f9d0fdf47dd9
Аргунские ГЭС;Аргунская ТЭЦ;Ф-16;74;38d81786-3e00-4561-9b5f-5f878d4f04a7
Урус-Мартановский РЭС;Предгорная;Ф-6;17;38e00b0d-b622-4bc3-ae1f-a9813eabe0bb
Урус-Мартановский РЭС;Горец;Ф-18;21;38e252aa-84c0-4c06-945d-0ccd8717635f
Грозненский РЭС;Толстой Юрт;Ф-2;7;38e26f28-c73b-483f-8c5d-6f1f653db818
Грозненский РЭС;Толстой Юрт;Ф-2;1;38e6689c-5819-4e66-8ac8-110fb54c96af
Шелковской РЭС;Каргалиновская;Ф-2;5;38fb5594-1de0-4e97-8a4f-93cef912419f
Грозненский РЭС;Правобережная;Ф-1;ТП-28;391629ef-51c4-42b9-8c9e-f3d7cfc340fd
Шалинский РЭС;Шали;Ф-5;08;391cbf80-bb0a-4e9b-a29d-66c8a1321e23
Гудермесский РЭС;Гудермес-Сити;Ф-23;22;39246901-3a46-45ca-bf0a-d4da48b650a0
Гудермесский РЭС;Ойсунгур;Ф-3;21;392e4c93-e119-4174-a4eb-df02d3154e12
Веденский РЭС;Махкеты;Ф-2;12а;392ebeec-7b3f-47a9-b782-600bceecf0dd
Гудермесский РЭС;Энгель-Юрт;Ф-3;31;394203ba-b7ab-43aa-b57a-3de5cf6c173b
Ачхой-Мартановский РЭС;Ассиновская;Ф-8;3;396f4d83-b4bc-4e22-afd1-e16257272c46
Аргунские ГЭС;Аргунская ТЭЦ;Ф-17;127;3970e5ed-83c7-4e97-b24e-713d324a85dd
Грозненские ГЭС;Холодильник;Ф-21;466;397e3b64-863f-4d1c-aae7-6f72ddb34b55
Аргунские ГЭС;Аргунская ТЭЦ;Ф-19;100;397f8b10-6235-40ea-b7ef-81af513dee5b
Шалинский РЭС;Цемзавод;Ф-2;34;398d86da-5c37-40cd-a860-02e7b1cdf737
Надтеречный РЭС;Надтеречная;Ф-2;34;3990bd5f-2743-456c-a8fa-ea6e740cc8a0
Грозненские ГЭС;ГРП-110;Ф-6;17-6;3997e76f-e39b-4bc9-92cc-85c5157b08af
Курчалоевский РЭС;Бачи-Юрт;Ф-2;2;39a98932-a349-4924-b258-0bbf15487a34
Гудермесский РЭС;Гудермес-Город;Ф-16;2;39cf869b-9309-490a-a953-c2cca720b1a4
Ачхой-Мартановский РЭС;Самашки;Ф-4;3;39d037ac-bff3-4dcd-a5a5-f8924823f228
Шалинский РЭС;Махкеты;Ф-1;3;39d0cc5c-f0ab-4d5f-91f4-fb3053b709a4
Гудермесский РЭС;Энгель-Юрт;Ф-4;1;39dbbb80-f50c-4ca5-bfe3-825ad0503fb7
Гудермесские ГЭС;Гудермес-Город;Ф-22;5;39e65a1f-0358-4b10-a155-5211b7312a70
Грозненские ГЭС;Перепривязать;Ф-4;13;39eb8e82-d54d-4e0c-a489-e22e3e59b81b
Шалинский РЭС;Гойт-Корт;Ф-9;33;39fa506b-4b95-4ca8-b22b-c189c9983f06
Грозненские ГЭС;Южная;Ф-5;525;3a069c68-c1ad-400d-bb9c-32a34a4a3225
Шелковской РЭС;Каргалиновская;Ф-6;20;3a2552fb-560e-46d9-aa66-df67ff22fee1
Гудермесский РЭС;Гудермес-Сити;Ф-23;20;3a270bd0-de7f-43d1-a40f-82f1e1b91583
Грозненские ГЭС;Тепличная;Ф-6;1087;3a2b4489-5695-4ae4-948f-204ca8a8dd36
Шалинский РЭС;Шали;Ф-5;23;3a3e9b2b-483a-4754-b81a-f306af28f9d6
Грозненский РЭС;Петропавловская;Ф-6;1;3a60f788-ca38-4fca-bc1f-7d83185e0999
Грозненские ГЭС;Консервная;Ф-1;10-47;3a88a108-c13b-436b-b91c-ae4f447fefe3
Шалинский РЭС;Шали;Ф-2;4;3a94a1af-3181-4b4b-847a-64771d9afd84
Наурский РЭС;Майская;Ф-3;27;3a9b6daa-e6f1-49f8-becd-a3c0bf3fbf07
Шалинский РЭС;Шали;Ф-1;12;3aa09907-5079-4984-b246-26ec0b0c1036
Гудермесский РЭС;Энгель-Юрт;Ф-4;4;3aad3df6-2853-48ba-b009-03851a7c9704
Грозненский РЭС;Толстой Юрт;Ф-5;10;3ab36865-e0c6-4be9-b999-c6fcc764e2a4
Гудермесский РЭС;Ойсунгур;Ф-1;51;3abf1c54-d6b9-4052-afaf-26e8957574b3
Веденский РЭС;Ведено;Ф-4;21;3abf204d-a51b-4bd3-bfed-d99d74539a80
Ачхой-Мартановский РЭС;Катар-Юрт;Ф-2;1;3ac776f2-0fa3-46e5-a64d-e78d0eb9c5ba
Грозненский РЭС;Толстой Юрт;Ф-2;3;3ad74ed5-444d-452c-8c59-60b396583c94
Урус-Мартановский РЭС;Горец;Ф-20;77;3ad8de6c-6562-43fd-94a0-cebb886fdcaf
Гудермесские ГЭС;Гудермес-Город;Ф-14;97;3ae0ed0c-ddd8-4abd-865f-e70da653aa92
Аргунские ГЭС;Октябрьская;Ф-3;43;3af1fdae-bdf0-45b9-9097-3ae10a2ad6f2
Надтеречный РЭС;Братская;Ф-3;1;3affa270-db75-49f8-b461-f4363bf554c9
Урус-Мартановский РЭС;Урус-Мартан;Ф-10;49;3b04b199-93f2-4fd9-897b-dd288b57f849
Шелковской РЭС;Старогладовская;Ф-3;4;3b0643e1-c041-4908-8f03-983d5430b524
Шалинский РЭС;Сержень-Юрт;Ф-5;43;3b08b116-aa2b-4aa7-a5da-cc1a0a7fefd1
Веденский РЭС;Махкеты;Ф-1;6;3b0c03c2-8642-4940-86e0-6a3a06459ce4
Гудермесские ГЭС;Гудермес-Город;Ф-22;49;3b0cf268-f5ed-474b-934d-047d0117be26
Аргунские ГЭС;Аргунская ТЭЦ;Ф-19;187;3b15ce3b-e72b-4ce5-aad5-9ee47bed940d
Урус-Мартановский РЭС;Урус-Мартан;Ф-3;36;3b1877c6-146e-4de7-96d0-ef0f8486598a
Грозненские ГЭС;Восточная;Ф-23;11-85;3b2017c6-2707-4ea0-8e47-e01d2bf21132
Ачхой-Мартановский РЭС;Самашки;Ф-4;2;3b2246ca-0cbb-407b-8629-543d56c5f63c
Урус-Мартановский РЭС;Горец;Ф-18;52;3b27de90-7249-4da7-b7dd-789ba531f0d7
Наурский РЭС;Наурская;Ф-2;2;3b2c5d68-2e09-4db0-9ffd-13ef520fb7f2
Ножай-Юртовский РЭС;Беной;Ф-6;7;3b31069d-855a-49f1-90f3-814a0345c652
Гудермесские ГЭС;Гудермес-Город;Ф-7;13;3b319e3f-8408-44ef-a78a-0dddfbcd6f1b
Урус-Мартановский РЭС;Горец;Ф-20;23;3b3d2879-19f4-4b3a-b545-8f267e051d11
Шалинский РЭС;Сержень-Юрт;Ф-5;25;3b441817-51eb-4213-bb0a-6663c68e494b
Надтеречный РЭС;Знаменская;Ф-7;19;3b515c2b-742c-40fa-987d-11a365c2c66a
Гудермесские ГЭС;Гудермес-Город;Ф-22;11;3b57f20b-efc6-4630-a98c-1c141ec90ef4
Грозненские ГЭС;Северная;Ф-32;545;3b838e66-8374-4957-a7f1-562dccc86554
Урус-Мартановский РЭС;Горец;Ф-3;73;3b8fb8ae-2264-4b70-94e1-b761345e9b7f
Шалинский РЭС;Цемзавод;Ф-3;35;3b98bb02-59af-472f-b12d-3b7a00e089c7
Ачхой-Мартановский РЭС;Катар-Юрт;Ф-2;4;3b9b3d0f-216a-4447-bc01-d8832ddf2d28
Шелковской РЭС;Бороздиновская;Ф-2;1;3ba00b53-45ec-4c7d-972a-49d0558e4e10
Шелковской РЭС;Сар-Сакай;Ф-2;10;3ba31230-bc41-4657-9169-f3b9fea8d3bf
Урус-Мартановский РЭС;Горец;Ф-13;15;3ba9c1dd-6a4d-4e0b-b025-abbde1a40b5f
Веденский РЭС;Ведено;Ф-1;3;3bbefb90-086f-43b3-9e35-024f8279af74
Шалинский РЭС;Шали;Ф-3;31;3bd9dc91-a622-4371-8ee6-31e906747306
Гудермесский РЭС;Гудермес-Сити;Ф-24;3;3bdfda85-596a-447f-bf20-6993d1439c69
Урус-Мартановский РЭС;Красноармейская;Ф-11;10;3be4cd67-3560-4b08-a762-a9f9d85843ea
Грозненские ГЭС;Южная;Ф-5;260;3be6db1d-4da5-47fd-acc9-e4b3a74f94ca
Шалинский РЭС;Шали;Ф-2;59;3bec7f1a-de3b-455c-8080-512e1c90874d
Гудермесские ГЭС;Гудермес-Город;Ф-2;2;3bf03c1f-fd12-4f23-9f90-327f8b66e175
Урус-Мартановский РЭС;Красноармейская;Ф-16;39;3bfbfdbf-3b72-4a39-8729-cba65a7dff88
Гудермесские ГЭС;Гудермес-Город;Ф-24;56;3c0d04d5-06ed-41d9-a952-b11c97950895
Грозненские ГЭС;Северная;Ф-24;86;3c145f6e-889c-49e9-9e79-6ba8f1743b22
Шалинский РЭС;Цемзавод;Ф-3;63;3c2c3cea-e4f2-4e59-8726-d9658650c876
Курчалоевский РЭС;Бачи-Юрт;Ф-3;21;3c2e1a13-932a-48a4-8f75-fbf7be2060bb
Грозненские ГЭС;Южная;Ф-15;207;3c320991-c6a0-4fce-8f61-d17f5b6a87eb
Урус-Мартановский РЭС;Алхазурово;Ф-6;2;3c333365-efd2-496a-b671-2497769202c6
